,name,href,uid,guid,id,height,weight,age,position,jersey,salary,birthDate,headshot,lastName,experience,college,birthPlace,hand,GP,GS,MIN,FGM,FGA,FG%,3PTM,3PTA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,BLK,STL,PF,TO,PTS
124,Sekou Doumbouya,https://www.espn.com/nba/player/_/id/4423314/sekou-doumbouya,s:40~l:46~a:4423314,52e205c7d29c2a94462d83f440603d9e,4423314,80.0,230.0,19,SF,45.0,3285120.0,12/23/00,https://a.espncdn.com/i/headshots/nba/players/full/4423314.png,Sekou Doumbouya,1,,,,38.0,19.0,19.8,2.4,6.2,39.0,0.7,2.6,28.6,0.8,1.2,67.4,0.5,2.6,3.1,0.5,0.2,0.5,2.1,0.9,6.4
125,Langston Galloway,https://www.espn.com/nba/player/_/id/2530572/langston-galloway,s:40~l:46~a:2530572,b50de41e864be6fc3727133323b87fe0,2530572,73.0,200.0,28,SG,9.0,7333333.0,12/09/91,https://a.espncdn.com/i/headshots/nba/players/full/2530572.png,Langston Galloway,6,Saint Joseph's,"Baton Rouge, LA",,405.0,62.0,23.0,3.0,7.7,39.6,1.5,4.0,36.7,1.0,1.2,81.0,0.5,2.1,2.6,1.7,0.2,0.7,1.7,0.6,8.5
126,Blake Griffin,https://www.espn.com/nba/player/_/id/3989/blake-griffin,s:40~l:46~a:3989,11228b90c481c822db3135ddfe61ab84,3989,81.0,250.0,31,PF,23.0,34449964.0,03/16/89,https://a.espncdn.com/i/headshots/nba/players/full/3989.png,Blake Griffin,10,Oklahoma,"Oklahoma City, OK",,622.0,622.0,34.8,8.1,16.3,49.8,0.7,2.0,33.3,4.8,6.9,69.4,2.2,6.7,8.8,4.4,0.5,0.9,2.9,2.6,21.7
127,John Henson,https://www.espn.com/nba/player/_/id/6592/john-henson,s:40~l:46~a:6592,912121b4c4300e84382125534250a7b6,6592,81.0,219.0,29,PF,31.0,9732396.0,12/28/90,https://a.espncdn.com/i/headshots/nba/players/full/6592.png,John Henson,8,North Carolina,"Greensboro, NC",,445.0,160.0,19.7,3.2,6.0,54.0,0.0,0.2,25.0,1.1,1.9,56.8,1.8,3.5,5.3,1.1,1.4,0.5,2.2,1.1,7.6
128,Luke Kennard,https://www.espn.com/nba/player/_/id/3913174/luke-kennard,s:40~l:46~a:3913174,668a6a144003d79cc2520ece0a960d36,3913174,77.0,206.0,24,SG,5.0,3827160.0,06/24/96,https://a.espncdn.com/i/headshots/nba/players/full/3913174.png,Luke Kennard,3,Duke,"Middletown, OH",,164.0,44.0,23.3,3.6,8.1,44.1,1.6,3.9,40.2,1.1,1.3,86.3,0.3,2.5,2.8,2.2,0.2,0.5,1.5,1.0,9.8
129,Louis King,https://www.espn.com/nba/player/_/id/4397103/louis-king,s:40~l:46~a:4397103,891b790360f1506e4482d61fcfcb9090,4397103,79.0,205.0,21,SF,14.0,0.0,04/06/99,https://a.espncdn.com/i/headshots/nba/players/full/4397103.png,Louis King,1,Oregon,"Secaucus, NJ",,10.0,0.0,6.2,0.8,2.1,38.1,0.4,1.1,36.4,0.0,0.3,0.0,0.1,0.9,1.0,0.5,0.0,0.2,1.0,0.2,2.0
130,Brandon Knight,https://www.espn.com/nba/player/_/id/6448/brandon-knight,s:40~l:46~a:6448,5dcfff48a935586f9ad5112671a34c05,6448,74.0,182.0,28,PG,20.0,15643750.0,12/02/91,https://a.espncdn.com/i/headshots/nba/players/full/6448.png,Brandon Knight,8,Kentucky,"Miami, FL",,446.0,349.0,29.5,5.0,12.3,41.1,1.6,4.5,35.3,2.4,2.9,80.6,0.5,2.6,3.1,4.0,0.2,0.9,2.0,2.4,14.1
131,Thon Maker,https://www.espn.com/nba/player/_/id/4017843/thon-maker,s:40~l:46~a:4017843,e03196fc321dfe0c5217d364d48fce1d,4017843,84.0,221.0,23,C,7.0,3569643.0,02/25/97,https://a.espncdn.com/i/headshots/nba/players/full/4017843.png,Thon Maker,4,,,,255.0,65.0,13.9,1.6,3.8,43.3,0.5,1.5,32.9,0.9,1.3,67.3,0.8,2.0,2.8,0.6,0.7,0.4,1.8,0.5,4.7
132,Jordan McRae,https://www.espn.com/nba/player/_/id/2531797/jordan-mcrae,s:40~l:46~a:2531797,4542b39ac6a512548fb2255c92f0ffcd,2531797,77.0,179.0,29,SG,52.0,1645357.0,03/28/91,https://a.espncdn.com/i/headshots/nba/players/full/2531797.png,Jordan McRae,4,Tennessee,"Savannah, GA",,123.0,9.0,13.8,2.5,5.9,41.7,0.7,1.9,35.5,1.3,1.7,77.2,0.3,1.6,1.8,1.4,0.2,0.4,1.2,0.7,6.9
133,Sviatoslav Mykhailiuk,https://www.espn.com/nba/player/_/id/3133602/sviatoslav-mykhailiuk,s:40~l:46~a:3133602,42c1431482abe530625f862388fee382,3133602,79.0,205.0,23,SG,19.0,1416852.0,06/10/97,https://a.espncdn.com/i/headshots/nba/players/full/3133602.png,Sviatoslav Mykhailiuk,2,Kansas,Ukraine,,98.0,27.0,17.4,2.2,5.6,38.9,1.5,3.8,38.5,0.7,0.9,76.7,0.3,1.2,1.4,1.5,0.1,0.6,1.1,0.8,6.5
134,Justin Patton,https://www.espn.com/nba/player/_/id/3912332/justin-patton,s:40~l:46~a:3912332,0d523d2f7a333bf697e11a9abc692128,3912332,83.0,241.0,23,C,12.0,1620564.0,06/14/97,https://a.espncdn.com/i/headshots/nba/players/full/3912332.png,Justin Patton,3,Creighton,"Omaha, NE",,9.0,0.0,5.4,0.8,2.1,36.8,0.1,0.7,16.7,0.1,0.2,50.0,0.3,0.9,1.2,0.6,0.0,0.3,1.1,0.2,1.8
135,Derrick Rose,https://www.espn.com/nba/player/_/id/3456/derrick-rose,s:40~l:46~a:3456,c5594432c72be14dceab0caadd6fe342,3456,74.0,200.0,32,PG,25.0,7317073.0,10/04/88,https://a.espncdn.com/i/headshots/nba/players/full/3456.png,Derrick Rose,11,Memphis,"Chicago, IL",,596.0,504.0,32.6,7.3,16.1,45.6,0.8,2.6,30.4,3.3,4.0,82.7,0.8,2.6,3.4,5.6,0.3,0.8,1.3,2.6,18.8
136,Tony Snell,https://www.espn.com/nba/player/_/id/2528353/tony-snell,s:40~l:46~a:2528353,634c1dd6641d4fd96a8a685d8507f32e,2528353,78.0,213.0,28,SF,17.0,11392857.0,11/10/91,https://a.espncdn.com/i/headshots/nba/players/full/2528353.png,Tony Snell,7,New Mexico,"Riverside, CA",,501.0,275.0,22.5,2.4,5.5,42.8,1.2,3.2,38.5,0.5,0.6,83.8,0.3,2.0,2.3,1.2,0.2,0.5,1.4,0.6,6.5
137,Khyri Thomas,https://www.espn.com/nba/player/_/id/3912334/khyri-thomas,s:40~l:46~a:3912334,b44ad7f33705a325938846417b4100ea,3912334,75.0,210.0,24,SG,13.0,1416852.0,05/08/96,https://a.espncdn.com/i/headshots/nba/players/full/3912334.png,Khyri Thomas,2,Creighton,"Omaha, NE",,34.0,0.0,7.5,0.8,2.5,31.4,0.4,1.4,30.6,0.3,0.4,60.0,0.1,0.5,0.6,0.3,0.1,0.3,0.9,0.2,2.3
138,Christian Wood,https://www.espn.com/nba/player/_/id/3058254/christian-wood,s:40~l:46~a:3058254,4761286afeb82ea2d371dbf677ddf5eb,3058254,82.0,214.0,25,PF,35.0,1645357.0,09/27/95,https://a.espncdn.com/i/headshots/nba/players/full/3058254.png,Christian Wood,4,UNLV,"Long Beach, CA",,113.0,14.0,16.2,3.4,6.2,54.6,0.6,1.6,36.8,2.2,3.0,73.4,1.3,3.5,4.8,0.6,0.7,0.4,1.2,1.0,9.5
139,Goga Bitadze,https://www.espn.com/nba/player/_/id/4348700/goga-bitadze,s:40~l:46~a:4348700,da823cfca5b0d5e844c819017b7cd254,4348700,83.0,250.0,21,C,88.0,2816760.0,07/20/99,https://a.espncdn.com/i/headshots/nba/players/full/4348700.png,Goga Bitadze,1,,,,54.0,2.0,8.7,1.3,2.8,46.7,0.1,0.8,19.0,0.4,0.6,72.7,0.5,1.5,2.0,0.4,0.7,0.2,1.2,0.5,3.2
140,Brian Bowen II,https://www.espn.com/nba/player/_/id/4277882/brian-bowen-ii,s:40~l:46~a:4277882,b1817311fef1e1b864efea2a96201ba9,4277882,78.0,190.0,22,SG,10.0,0.0,10/02/98,https://a.espncdn.com/i/headshots/nba/players/full/4277882.png,Brian Bowen II,1,,"Saginaw, MI",,6.0,1.0,5.2,0.5,1.7,30.0,0.0,0.3,0.0,0.0,0.0,0.0,0.2,1.0,1.2,0.0,0.2,0.0,0.5,0.2,1.0
141,Malcolm Brogdon,https://www.espn.com/nba/player/_/id/2566769/malcolm-brogdon,s:40~l:46~a:2566769,db29ba54f3bd2b6aebaebe0633291ab0,2566769,77.0,229.0,27,PG,7.0,20000000.0,12/11/92,https://a.espncdn.com/i/headshots/nba/players/full/2566769.png,Malcolm Brogdon,4,Virginia,"Atlanta, GA",,241.0,166.0,28.7,5.1,10.9,47.1,1.3,3.4,38.5,2.0,2.3,89.4,0.8,3.1,3.8,4.4,0.2,0.9,1.9,1.7,13.6
142,Aaron Holiday,https://www.espn.com/nba/player/_/id/3922230/aaron-holiday,s:40~l:46~a:3922230,83305275d4dadbb2ee85003cba53cd23,3922230,72.0,185.0,24,PG,3.0,2329200.0,09/30/96,https://a.espncdn.com/i/headshots/nba/players/full/3922230.png,Aaron Holiday,2,UCLA,"Ruston, LA",B,116.0,33.0,19.5,2.9,7.1,41.0,1.1,3.0,37.4,1.0,1.2,83.9,0.2,1.7,1.9,2.7,0.3,0.7,1.6,1.1,7.9
143,Justin Holiday,https://www.espn.com/nba/player/_/id/2284101/justin-holiday,s:40~l:46~a:2284101,83420c020109914a7f116ec5cecf426b,2284101,78.0,180.0,31,SF,8.0,4767000.0,04/05/89,https://a.espncdn.com/i/headshots/nba/players/full/2284101.png,Justin Holiday,7,Washington,"Mission Hills, CA",,430.0,168.0,23.0,2.9,7.2,39.6,1.5,4.1,36.0,1.0,1.2,82.6,0.4,2.5,2.9,1.4,0.4,1.0,1.5,0.9,8.1
144,Alize Johnson,https://www.espn.com/nba/player/_/id/4067045/alize-johnson,s:40~l:46~a:4067045,e0895f863fdb91f94d0fc6c6c0f5241f,4067045,79.0,212.0,24,PF,24.0,1416852.0,04/22/96,https://a.espncdn.com/i/headshots/nba/players/full/4067045.png,Alize Johnson,2,Missouri State,"Williamsport, PA",,31.0,1.0,5.9,0.5,1.5,35.6,0.1,0.3,40.0,0.4,0.6,61.1,0.6,1.5,2.2,0.3,0.2,0.1,0.6,0.2,1.5
145,Jeremy Lamb,https://www.espn.com/nba/player/_/id/6603/jeremy-lamb,s:40~l:46~a:6603,56d5d9aeef2af6d59d68827057b3d555,6603,77.0,180.0,28,SG,26.0,10500000.0,05/30/92,https://a.espncdn.com/i/headshots/nba/players/full/6603.png,Jeremy Lamb,8,Connecticut,,,481.0,128.0,21.2,3.9,8.8,44.4,1.0,3.0,33.9,1.6,1.9,85.1,0.5,3.2,3.7,1.6,0.4,0.7,1.6,0.8,10.5
146,T.J. Leaf,https://www.espn.com/nba/player/_/id/4066425/tj-leaf,s:40~l:46~a:4066425,953f4538edf6ecffc7b6afec8357becc,4066425,82.0,222.0,23,PF,22.0,2813280.0,04/30/97,https://a.espncdn.com/i/headshots/nba/players/full/4066425.png,T.J. Leaf,3,UCLA,Israel,,139.0,2.0,8.6,1.4,2.9,49.1,0.2,0.7,34.1,0.3,0.5,57.1,0.7,1.3,2.0,0.3,0.2,0.2,0.7,0.2,3.3
147,T.J. McConnell,https://www.espn.com/nba/player/_/id/2530530/tj-mcconnell,s:40~l:46~a:2530530,14d9b6853a6f316702a8027fe65d051d,2530530,73.0,190.0,28,PG,9.0,3500000.0,03/25/92,https://a.espncdn.com/i/headshots/nba/players/full/2530530.png,T.J. McConnell,5,Arizona,"Pittsburgh, PA",,385.0,75.0,21.4,2.8,5.8,49.2,0.2,0.7,33.2,0.5,0.6,77.9,0.5,2.4,2.8,4.7,0.2,1.2,1.4,1.6,6.4
148,Doug McDermott,https://www.espn.com/nba/player/_/id/2528588/doug-mcdermott,s:40~l:46~a:2528588,a0c3d73548472320d1115b2d023b4bed,2528588,79.0,225.0,28,SF,20.0,7333333.0,01/03/92,https://a.espncdn.com/i/headshots/nba/players/full/2528588.png,Doug McDermott,6,Creighton,"Grand Forks, ND",,410.0,14.0,19.9,3.1,6.6,46.5,1.2,3.0,41.2,0.8,1.0,82.5,0.4,1.8,2.2,0.8,0.1,0.2,1.4,0.6,8.2
149,Naz Mitrou-Long,https://www.espn.com/nba/player/_/id/2990968/naz-mitrou-long,s:40~l:46~a:2990968,3c0a9d5b1865ec5670a837d558ba51ed,2990968,75.0,218.0,27,SG,15.0,0.0,08/03/93,https://a.espncdn.com/i/headshots/nba/players/full/2990968.png,Naz Mitrou-Long,3,Iowa State,"Mississauga, ON",,20.0,0.0,6.6,0.7,1.9,34.2,0.3,1.2,20.8,0.1,0.1,100.0,0.1,0.6,0.7,1.2,0.1,0.1,0.6,0.6,1.7
150,Victor Oladipo,https://www.espn.com/nba/player/_/id/2527963/victor-oladipo,s:40~l:46~a:2527963,c398807055caf4c7989f435301d61d59,2527963,76.0,213.0,28,SG,4.0,21000000.0,05/04/92,https://a.espncdn.com/i/headshots/nba/players/full/2527963.png,Victor Oladipo,7,Indiana,,,421.0,361.0,33.0,6.4,14.5,44.1,1.5,4.4,35.0,3.0,3.8,79.4,0.6,4.0,4.6,3.9,0.5,1.7,2.4,2.6,17.3
151,Domantas Sabonis,https://www.espn.com/nba/player/_/id/3155942/domantas-sabonis,s:40~l:46~a:3155942,c2eb1a1778092cc63fa77a5e63654ae4,3155942,83.0,240.0,24,PF,11.0,3529555.0,05/03/96,https://a.espncdn.com/i/headshots/nba/players/full/3155942.png,Domantas Sabonis,4,Gonzaga,"Portland, OR",,291.0,152.0,25.6,4.8,9.2,52.2,0.3,1.0,32.1,2.2,3.0,72.2,2.0,6.0,8.0,2.6,0.4,0.6,2.9,1.9,12.1
152,JaKarr Sampson,https://www.espn.com/nba/player/_/id/2608891/jakarr-sampson,s:40~l:46~a:2608891,ad113c624ca260de61c7150368291ca4,2608891,79.0,214.0,27,SF,14.0,1620564.0,03/20/93,https://a.espncdn.com/i/headshots/nba/players/full/2608891.png,JaKarr Sampson,5,St. John's,"Cleveland, OH",,207.0,90.0,15.6,2.1,4.4,46.8,0.3,1.1,25.1,0.9,1.4,67.1,0.6,2.0,2.7,0.8,0.5,0.4,1.9,0.8,5.3
153,Edmond Sumner,https://www.espn.com/nba/player/_/id/3136485/edmond-sumner,s:40~l:46~a:3136485,1c24a71c12d57354ba17a5001e496258,3136485,76.0,196.0,24,PG,5.0,2000000.0,12/31/95,https://a.espncdn.com/i/headshots/nba/players/full/3136485.png,Edmond Sumner,3,Xavier,"Detroit, MI",,55.0,5.0,12.0,1.5,3.8,40.6,0.4,1.5,26.2,0.6,1.0,58.5,0.4,0.9,1.3,1.2,0.3,0.5,1.3,0.6,4.0
154,Myles Turner,https://www.espn.com/nba/player/_/id/3133628/myles-turner,s:40~l:46~a:3133628,a61d70b4d54433c83eb9aa6e5074f97e,3133628,83.0,250.0,24,C,33.0,18000000.0,03/24/96,https://a.espncdn.com/i/headshots/nba/players/full/3133628.png,Myles Turner,5,Texas,"Bedford, TX",,342.0,309.0,28.3,4.9,10.0,48.8,0.8,2.1,35.7,2.2,2.9,76.8,1.4,5.2,6.7,1.2,2.1,0.7,2.8,1.3,12.7
155,T.J. Warren,https://www.espn.com/nba/player/_/id/2982334/tj-warren,s:40~l:46~a:2982334,05a59cc56fb0da36c4d03a183a81633e,2982334,80.0,220.0,27,SF,1.0,10810000.0,09/05/93,https://a.espncdn.com/i/headshots/nba/players/full/2982334.png,T.J. Warren,6,North Carolina State,"Durham, NC",L,328.0,232.0,28.8,6.4,12.6,50.7,0.8,2.1,36.1,1.9,2.5,77.9,1.4,2.8,4.1,1.2,0.5,1.0,2.4,1.0,15.5
156,Giannis Antetokounmpo,https://www.espn.com/nba/player/_/id/3032977/giannis-antetokounmpo,s:40~l:46~a:3032977,00985054c4b34247e825ddf062d457c3,3032977,83.0,242.0,25,PF,34.0,25842697.0,12/06/94,https://a.espncdn.com/i/headshots/nba/players/full/3032977.png,Giannis Antetokounmpo,7,,Greece,,528.0,463.0,32.5,7.3,13.9,52.6,0.6,2.1,28.4,4.8,6.7,72.2,1.7,7.2,8.9,4.3,1.3,1.2,3.0,2.8,20.1
157,Thanasis Antetokounmpo,https://www.espn.com/nba/player/_/id/3102533/thanasis-antetokounmpo,s:40~l:46~a:3102533,3218b3eec26c996360e165a95d366853,3102533,78.0,219.0,28,SF,43.0,1445697.0,07/18/92,https://a.espncdn.com/i/headshots/nba/players/full/3102533.png,Thanasis Antetokounmpo,2,,Greece,,22.0,2.0,6.1,1.2,2.4,51.9,0.0,0.5,0.0,0.3,0.8,41.2,0.5,0.6,1.1,0.7,0.1,0.3,0.9,0.5,2.8
158,Eric Bledsoe,https://www.espn.com/nba/player/_/id/4238/eric-bledsoe,s:40~l:46~a:4238,6ea0d15aaed36cb07413e47e5f04ddcf,4238,73.0,214.0,30,PG,6.0,15625000.0,12/09/89,https://a.espncdn.com/i/headshots/nba/players/full/4238.png,Eric Bledsoe,10,Kentucky,"Birmingham, AL",,631.0,469.0,27.8,5.0,11.0,45.7,1.1,3.2,33.6,3.0,3.8,79.3,0.8,3.2,4.0,4.8,0.5,1.4,2.1,2.6,14.2
159,Sterling Brown,https://www.espn.com/nba/player/_/id/3057187/sterling-brown,s:40~l:46~a:3057187,615c98cca85ff2d2a5350bf623868694,3057187,77.0,219.0,25,SG,23.0,1618520.0,02/10/95,https://a.espncdn.com/i/headshots/nba/players/full/3057187.png,Sterling Brown,3,SMU,"Maywood, IL",,164.0,12.0,15.7,2.0,4.7,41.7,0.8,2.3,34.5,0.5,0.6,77.4,0.5,2.6,3.1,1.0,0.2,0.5,1.4,0.7,5.2
160,Pat Connaughton,https://www.espn.com/nba/player/_/id/2578239/pat-connaughton,s:40~l:46~a:2578239,d87adcb487364ba7a188250127546a89,2578239,77.0,209.0,27,SG,24.0,1723050.0,01/06/93,https://a.espncdn.com/i/headshots/nba/players/full/2578239.png,Pat Connaughton,5,Notre Dame,"Arlington, MA",,283.0,12.0,15.7,1.8,4.1,44.3,0.8,2.2,34.4,0.4,0.5,79.0,0.6,2.2,2.8,1.3,0.3,0.3,1.1,0.5,4.8
161,Donte DiVincenzo,https://www.espn.com/nba/player/_/id/3934673/donte-divincenzo,s:40~l:46~a:3934673,a74f63531678ff6ecab1ed9cf5300189,3934673,76.0,203.0,23,SG,0.0,2905800.0,01/31/97,https://a.espncdn.com/i/headshots/nba/players/full/3934673.png,Donte DiVincenzo,2,Villanova,"Newark, DE",,93.0,24.0,20.8,3.0,6.8,44.5,1.1,3.5,31.8,0.8,1.1,73.5,0.9,3.2,4.1,2.0,0.3,1.1,1.6,1.2,8.0
162,George Hill,https://www.espn.com/nba/player/_/id/3438/george-hill,s:40~l:46~a:3438,abbae422d49b1fd68bde67f49bfa6043,3438,75.0,188.0,34,PG,3.0,9133907.0,05/04/86,https://a.espncdn.com/i/headshots/nba/players/full/3438.png,George Hill,12,IUPUI,"Indianapolis, IN",B,785.0,449.0,27.7,3.9,8.6,45.7,1.2,3.2,38.4,2.0,2.5,80.3,0.6,2.5,3.1,3.2,0.3,0.9,2.0,1.3,11.1
163,Ersan Ilyasova,https://www.espn.com/nba/player/_/id/2767/ersan-ilyasova,s:40~l:46~a:2767,278719503e89f93c1c769634dd8b566a,2767,81.0,235.0,33,PF,7.0,7000000.0,05/15/87,https://a.espncdn.com/i/headshots/nba/players/full/2767.png,Ersan Ilyasova,12,,Turkey,,808.0,423.0,23.3,3.8,8.7,44.4,1.1,2.9,36.5,1.5,2.0,77.6,1.7,4.0,5.7,1.1,0.4,0.7,2.4,1.0,10.3
164,Kyle Korver,https://www.espn.com/nba/player/_/id/2011/kyle-korver,s:40~l:46~a:2011,2fe5c94c8cf1d9bc0648aeec431cb35d,2011,79.0,212.0,39,SG,26.0,1620564.0,03/17/81,https://a.espncdn.com/i/headshots/nba/players/full/2011.png,Kyle Korver,17,Creighton,"Lakewood, CA",,1232.0,423.0,25.3,3.3,7.5,44.2,2.0,4.6,42.9,1.1,1.2,87.7,0.3,2.7,3.0,1.7,0.3,0.7,2.0,1.0,9.7
165,Brook Lopez,https://www.espn.com/nba/player/_/id/3448/brook-lopez,s:40~l:46~a:3448,3496fbc1fa88c3327f91f015006e0c8b,3448,84.0,282.0,32,C,11.0,12093023.0,04/01/88,https://a.espncdn.com/i/headshots/nba/players/full/3448.png,Brook Lopez,12,Stanford,"North Hollywood, CA",,785.0,746.0,30.6,6.4,13.1,49.4,0.7,2.0,34.1,3.3,4.1,79.3,2.1,4.3,6.4,1.5,1.8,0.6,2.7,1.8,16.8
166,Robin Lopez,https://www.espn.com/nba/player/_/id/3447/robin-lopez,s:40~l:46~a:3447,e42d29743d0f4d62b872ce6f536f237a,3447,84.0,281.0,32,C,42.0,4767000.0,04/01/88,https://a.espncdn.com/i/headshots/nba/players/full/3447.png,Robin Lopez,12,Stanford,"North Hollywood, CA",,832.0,585.0,22.4,3.7,6.9,52.9,0.1,0.2,29.5,1.4,1.9,74.9,2.3,2.8,5.1,0.8,1.2,0.2,2.0,1.1,8.8
167,Frank Mason III,https://www.espn.com/nba/player/_/id/3059315/frank-mason-iii,s:40~l:46~a:3059315,7f41837259684fdbb329c1e3f0737fb3,3059315,71.0,190.0,26,PG,15.0,0.0,04/03/94,https://a.espncdn.com/i/headshots/nba/players/full/3059315.png,Frank Mason III,3,Kansas,"Petersburg, VA",,99.0,2.0,15.5,2.4,6.1,39.7,0.5,1.7,29.8,1.4,1.9,75.7,0.4,1.5,1.9,2.6,0.2,0.6,1.2,1.1,6.8
168,Wesley Matthews,https://www.espn.com/nba/player/_/id/4032/wesley-matthews,s:40~l:46~a:4032,df1a0c3c2479209a1cdbe19ca2cee202,4032,76.0,220.0,34,SG,9.0,2564753.0,10/14/86,https://a.espncdn.com/i/headshots/nba/players/full/4032.png,Wesley Matthews,11,Marquette,"SAN ANTONIO, TX",,791.0,730.0,31.9,4.5,10.6,42.3,2.1,5.5,38.1,2.1,2.5,82.4,0.5,2.5,3.0,2.1,0.2,1.0,2.2,1.3,13.1
169,Khris Middleton,https://www.espn.com/nba/player/_/id/6609/khris-middleton,s:40~l:46~a:6609,948da849027fed39e7eecc3bb48c620d,6609,79.0,222.0,29,SF,22.0,30603448.0,08/12/91,https://a.espncdn.com/i/headshots/nba/players/full/6609.png,Khris Middleton,8,Texas A&M,"Charleston, SC",,517.0,442.0,31.5,5.9,13.0,45.8,1.7,4.5,39.2,2.7,3.0,87.6,0.6,4.1,4.6,3.4,0.2,1.2,2.6,1.9,16.3
170,Cameron Reynolds,https://www.espn.com/nba/player/_/id/3057240/cameron-reynolds,s:40~l:46~a:3057240,ef7c6f5d0fdbf2df111991c15e43b78f,3057240,79.0,225.0,25,SG,13.0,0.0,02/07/95,https://a.espncdn.com/i/headshots/nba/players/full/3057240.png,Cameron Reynolds,1,Tulane,"Pearland, TX",,19.0,0.0,13.6,1.7,4.1,42.3,1.1,2.7,41.2,0.4,0.5,88.9,0.2,1.4,1.6,0.7,0.1,0.3,1.4,0.3,5.0
171,Marvin Williams,https://www.espn.com/nba/player/_/id/2797/marvin-williams,s:40~l:46~a:2797,b7b368bbeacf33e5697de866801cef7b,2797,80.0,237.0,34,F,20.0,604278.0,06/19/86,https://a.espncdn.com/i/headshots/nba/players/full/2797.png,Marvin Williams,14,North Carolina,"Bremerton, WA",,1072.0,828.0,28.1,3.7,8.3,44.3,1.0,2.7,36.1,1.9,2.4,80.8,1.2,4.0,5.2,1.3,0.5,0.8,2.0,1.0,10.2
172,D.J. Wilson,https://www.espn.com/nba/player/_/id/3136491/dj-wilson,s:40~l:46~a:3136491,74207f24b0382e8463643d4fbac1b94e,3136491,82.0,231.0,24,PF,5.0,2961120.0,02/19/96,https://a.espncdn.com/i/headshots/nba/players/full/3136491.png,D.J. Wilson,3,Michigan,,,107.0,4.0,12.3,1.5,3.7,41.4,0.6,1.9,32.2,0.4,0.6,56.7,0.6,2.5,3.0,0.7,0.2,0.2,1.2,0.5,4.1
173,DeAndre' Bembry,https://www.espn.com/nba/player/_/id/3062667/deandre-bembry,s:40~l:46~a:3062667,b3b62ae487b28d943daf34e8a34bc1a5,3062667,77.0,210.0,26,SG,95.0,2603982.0,07/04/94,https://a.espncdn.com/i/headshots/nba/players/full/3062667.png,DeAndre' Bembry,4,Saint Joseph's,"Charlotte, NC",,189.0,23.0,19.4,2.5,5.7,44.8,0.4,1.5,26.9,0.7,1.2,59.2,0.6,2.8,3.4,1.9,0.4,1.0,1.8,1.4,6.2
174,Charlie Brown Jr.,https://www.espn.com/nba/player/_/id/4066508/charlie-brown-jr,s:40~l:46~a:4066508,564929ef7df15f65344467b3bfe076f7,4066508,78.0,199.0,23,SG,4.0,0.0,02/02/97,https://a.espncdn.com/i/headshots/nba/players/full/4066508.png,Charlie Brown Jr.,1,Saint Joseph's,"Philadelphia, PA",,10.0,0.0,4.0,0.6,1.9,31.6,0.3,0.9,33.3,0.5,0.5,100.0,0.2,0.2,0.4,0.2,0.2,0.2,0.3,0.3,2.0
175,Clint Capela,https://www.espn.com/nba/player/_/id/3102529/clint-capela,s:40~l:46~a:3102529,795d3c2071389c79aecd02ce8fe56558,3102529,82.0,240.0,26,C,15.0,14896552.0,05/18/94,https://a.espncdn.com/i/headshots/nba/players/full/3102529.png,Clint Capela,6,,Switzerland,,334.0,274.0,26.0,5.3,8.3,63.4,0.0,0.0,0.0,1.6,3.1,52.6,3.3,6.4,9.7,1.0,1.5,0.7,2.5,1.2,12.2
176,John Collins,https://www.espn.com/nba/player/_/id/3908845/john-collins,s:40~l:46~a:3908845,796e45a0b375dfdfc240b7550add4966,3908845,81.0,235.0,23,PF,20.0,2686560.0,09/23/97,https://a.espncdn.com/i/headshots/nba/players/full/3908845.png,John Collins,3,Wake Forest,"Layton, UT",,176.0,126.0,28.3,6.4,11.3,57.1,0.7,2.0,36.9,2.6,3.4,75.7,2.9,5.9,8.8,1.6,1.1,0.6,3.1,1.7,16.2
177,Dewayne Dedmon,https://www.espn.com/nba/player/_/id/2580913/dewayne-dedmon,s:40~l:46~a:2580913,862e6532863f2f630dde554db031adcd,2580913,84.0,245.0,31,C,14.0,13333333.0,08/12/89,https://a.espncdn.com/i/headshots/nba/players/full/2580913.png,Dewayne Dedmon,7,USC,"Lancaster, CA",,394.0,194.0,18.3,2.5,4.9,51.6,0.4,1.2,33.3,0.9,1.3,73.2,1.6,4.4,6.0,0.7,0.9,0.5,2.6,1.0,6.4
178,Bruno Fernando,https://www.espn.com/nba/player/_/id/4277952/bruno-fernando,s:40~l:46~a:4277952,465ffa1c3052ed98de645faa61798a6d,4277952,81.0,240.0,22,C,24.0,1400000.0,08/15/98,https://a.espncdn.com/i/headshots/nba/players/full/4277952.png,Bruno Fernando,1,Maryland,,,56.0,13.0,12.7,1.8,3.6,51.8,0.1,0.7,13.5,0.5,0.9,56.9,1.2,2.3,3.5,0.9,0.3,0.3,1.9,0.8,4.3
179,Brandon Goodwin,https://www.espn.com/nba/player/_/id/3057198/brandon-goodwin,s:40~l:46~a:3057198,4ecb729aebab9e028970f52f3007f4a0,3057198,72.0,180.0,25,PG,0.0,522738.0,10/02/95,https://a.espncdn.com/i/headshots/nba/players/full/3057198.png,Brandon Goodwin,2,Florida Gulf Coast,"Columbia, SC",,50.0,1.0,9.7,1.6,4.3,38.5,0.6,1.9,30.1,0.7,0.8,90.2,0.2,1.3,1.5,1.3,0.1,0.2,1.0,0.6,4.6
